stop_name,stop_id,stop_lat,stop_lon
Bad Ems West,7090,50.330692,7.706039
Bad Endorf,10833,47.905067,12.301558
Bad Endorf,14615,47.905067,12.301558
Bad Endorf,4494,47.905067,12.301558
Bad Freienwalde,4013,52.789932,14.035751
Bad Friedrichshall Hbf,12648,49.23157,9.199771
Bad Friedrichshall Hbf,13537,49.23157,9.199771
Bad Friedrichshall Hbf,2675,49.23157,9.199771
Bad Friedrichshall Hbf,5980,49.23157,9.199771
Bad Friedrichshall Hbf,9197,49.23157,9.199771
Bad Friedrichshall Hbf,9414,49.23157,9.199771
Bad Friedrichshall Hbf,9611,49.23157,9.199771
Bad Friedrichshall-Kochendorf,3485,49.218563,9.210985
Bad Gandersheim,11197,51.86737,10.020236
Bad Gandersheim,14678,51.86737,10.020236
Bad Griesbach(Schwarzwald),12934,48.44862,8.230569
Bad Grönenbach,12238,47.88247,10.253715
Bad Grönenbach,7733,47.88247,10.253715
Bad Harzburg,12511,51.88837,10.554219
Bad Harzburg,14082,51.88837,10.554219
Bad Harzburg,1545,51.88837,10.554219
Bad Harzburg,3746,51.88837,10.554219
Bad Hersfeld,10519,50.869633,9.716182
Bad Hersfeld,14466,50.869633,9.716182
Bad Hersfeld,5069,50.869633,9.716182
Bad Holzhausen,4273,52.289097,8.545854
Bad Holzhausen,4298,52.289097,8.545854
Bad Homburg,13268,50.219906,8.620624
Bad Homburg,14551,50.219906,8.620624
Bad Homburg,2457,50.219906,8.620624
Bad Homburg,3889,50.219906,8.620624
Bad Homburg,6372,50.219906,8.620624
Bad Honnef(Rhein),11117,50.63977,7.219533
Bad Honnef(Rhein),5197,50.63977,7.219533
Bad Höhenstadt,12315,48.494606,13.323195
Bad Hönningen,6420,50.513676,7.310871
Bad Hönningen,9887,50.513676,7.310871
Bad Imnau,2685,48.404156,8.770092
